,id,label,count,louvain
2949,niktwit,niktwit,1,6
2950,draw,draw,1,6
2951,lunch,lunch,1,6
2952,water,water,1,6
2953,watermark,watermark,1,6
2954,sellout,sellout,1,4
2955,bitchute,bitchute,1,6
2956,spicy,spicy,1,6
2957,seventeen,seventeen,1,6
2958,awaken,awaken,1,6
2959,grave,grave,1,6
2960,socialize,socialize,1,6
2961,bite,bite,1,6
2962,recharge,recharge,1,6
2963,unemployment,unemployment,1,6
2964,callinthursdays,callinthursdays,1,6
2965,americaspeaks,americaspeaks,1,6
2966,ayyadurai,ayyadurai,1,6
2967,lt,lt,1,1
2968,mcinerney,mcinerney,1,1
2969,sickle,sickle,1,1
2970,soviet,soviet,1,1
2971,inaccurately,inaccurately,1,6
2972,combine,combine,1,6
2973,fauxnews,fauxnews,1,6
2974,heavenly,heavenly,1,6
2975,father,father,1,6
2976,brake,brake,1,6
2977,205,205,1,6
2978,edt,edt,1,6
2979,left,left,1,5
2980,logic,logic,1,5
2981,ninja,ninja,1,6
2982,stare,stare,1,6
2983,pat,pat,1,6
2984,enroute,enroute,1,6
2985,suppression,suppression,1,6
2986,dj,dj,1,4
2987,stinkin,stinkin,1,6
2988,plead,plead,1,6
2989,yetbut,yetbut,1,6
2990,rude,rude,1,6
2991,minivlog,minivlog,1,6
2992,pepper,pepper,1,6
2993,spray,spray,1,6
2994,limb,limb,1,6
2995,horse,horse,2,1
2996,doocy,doocy,1,1
2997,hunterbiden,hunterbiden,1,1
2998,populistconservative,populistconservative,1,2
2999,antirnc,antirnc,1,2
3000,revolt,revolt,1,2
3001,vibes,vibes,1,6
3002,massprotest,massprotest,1,6
3003,taint,taint,1,6
3004,fraudulently,fraudulently,1,6
3005,885,885,1,6
3006,musser,musser,1,6
3007,89701,89701,1,6
3008,2022,2022,1,4
3009,barackobama,barackobama,1,6
3010,ilhanmarriedherbrother,ilhanmarriedherbrother,1,5
3011,shedefinitelycheated,shedefinitelycheated,1,5
3012,thesquad,thesquad,1,5
3013,ccpbiden,ccpbiden,1,5
3014,siri,siri,1,4
3015,24hrs,24hrs,1,4
3016,americanpastornetwork,americanpastornetwork,1,5
3017,standinthegap,standinthegap,1,5
3018,samrohrer,samrohrer,1,5
3019,drgarrydull,drgarrydull,1,5
3020,atlantabased,atlantabased,1,6
3021,harshly,harshly,1,6
3022,daysits,daysits,1,6
3023,rescind,rescind,1,6
3024,outlaw,outlaw,1,4
3025,optionalof,optionalof,1,4
3026,wtf,wtf,1,4
3027,likeupvote,likeupvote,1,4
3028,snowflake,snowflake,1,4
3029,closely,closely,1,6
3030,bottom,bottom,1,6
3031,malpractice,malpractice,1,6
3032,analysis,analysis,1,6
3033,realistic,realistic,1,6
3034,superpower,superpower,1,6
3035,saveourchildreb,saveourchildreb,1,6
3036,marsha,marsha,1,6
3037,corey,corey,1,6
3038,admins,admins,1,6
3039,champion,champion,1,6
3040,unpaid,unpaid,1,6
3041,inspector,inspector,1,6
3042,general,general,1,6
3043,callesto,callesto,1,6
3044,agbarr,agbarr,1,6
3045,25,25,2,6
3046,asset,asset,1,6
3047,jsoc,jsoc,1,6
3048,dia,dia,1,6
3049,2am,2am,1,2
3050,353,353,1,6
3051,jampacked,jampacked,1,6
3052,fitton,fitton,1,6
3053,prioritize,prioritize,1,6
3054,200,200,2,6
3055,descend,descend,1,6
3056,68,68,1,6
3057,sorosfunded,sorosfunded,1,6
3058,paste,paste,1,6
3059,pastebin,pastebin,1,6
3060,23,23,1,6
3061,claudia,claudia,1,6
3062,1918,1918,1,6
3063,48234,48234,1,6
3064,guesscheck,guesscheck,1,6
3065,phocaean,phocaean,1,6
3066,dionysius,dionysius,1,6
3067,bail,bail,1,6
3068,280k,280k,1,6
3069,gatesofhell,gatesofhell,1,9
3070,phillip,phillip,2,6
3071,fmr,fmr,1,6
3072,kansas,kansas,1,6
3073,dir,dir,1,6
3074,battlegroundstates,battlegroundstates,1,6
3075,mad,mad,1,9
3076,electoralcollege,electoralcollege,1,6
3077,january6,january6,1,6
3078,newcalifornia,newcalifornia,1,6
3079,newnevada,newnevada,1,6
3080,select,select,1,1
3081,firmly,firmly,1,6
3082,diamond,diamond,1,6
3083,discussion,discussion,1,6
3084,huuuge,huuuge,1,4
3085,echi,echi,1,4
3086,madeup,madeup,2,4
3087,regional,regional,1,4
3088,manager,manager,1,4
3089,dwight,dwight,1,4
3090,sharpies,sharpies,1,6
3091,geek,geek,1,6
3092,imagecast,imagecast,1,6
3093,unknown,unknown,1,6
3094,policeman,policeman,1,6
3095,clarence,clarence,1,9
3096,2018s,2018s,1,6
3097,proj,proj,1,6
3098,freedomfighters,freedomfighters,1,6
3099,uk,uk,1,9
3100,briton,briton,1,9
3101,vaccination,vaccination,1,9
3102,pennsylvanian,pennsylvanian,1,6
3103,mob,mob,1,6
3104,defence,defence,1,6
3105,133,133,1,6
3106,20172019,20172019,1,6
3107,cspan,cspan,1,6
3108,sixperson,sixperson,1,6
3109,navarro,navarro,1,6
3110,68million,68million,1,4
3111,3letter,3letter,1,6
3112,fightforamerica,fightforamerica,1,4
3113,4moreyears,4moreyears,1,4
3114,dream,dream,1,4
3115,realtime,realtime,1,4
3116,suppress,suppress,1,4
3117,heavy,heavy,1,4
3118,gem,gem,1,6
3119,fractional,fractional,1,6
3120,usb,usb,2,6
3121,device,device,1,6
3122,debug,debug,1,6
3123,purge,purge,1,6
3124,inject,inject,1,6
3125,impunity,impunity,1,6
3126,codemonkey,codemonkey,1,6
3127,cash,cash,1,6
3128,postmark,postmark,1,6
3129,precedent,precedent,1,6
3130,cycle,cycle,1,6
3131,rewrite,rewrite,1,6
3132,crave,crave,1,6
3133,lib,lib,1,6
3134,voterepublican,voterepublican,1,6
3135,skirt,skirt,1,2
3136,boi,boi,1,2
3137,obamagate,obamagate,1,2
3138,ramification,ramification,1,6
3139,realopinion,realopinion,1,6
3140,flipthetables,flipthetables,1,6
3141,pjnet,pjnet,1,2
3142,qthegathering,qthegathering,1,2
3143,onlylegalvotes,onlylegalvotes,1,2
3144,fearless45,fearless45,1,2
3145,insidious,insidious,1,6
3146,javon,javon,1,6
3147,institute,institute,1,6
3148,interject,interject,1,6
3149,garden,garden,1,6
3150,reopenamerica,reopenamerica,1,6
3151,resurrect,resurrect,1,6
3152,pastate,pastate,1,6
3153,cascade,cascade,1,6
3154,familys,familys,1,6
3155,homestead,homestead,1,6
3156,leavenworth,leavenworth,1,6
3157,unexpected,unexpected,1,6
3158,godblesspatriots,godblesspatriots,1,6
3159,statelegislature,statelegislature,1,4
3160,intervene,intervene,1,4
3161,spite,spite,1,4
3162,constitutional,constitutional,1,4
3163,condemn,condemn,1,6
3164,discouragement,discouragement,1,1
3165,calendar,calendar,1,1
3166,highlighter,highlighter,1,1
3167,straight,straight,1,4
3168,widespread,widespread,1,6
3169,ad,ad,1,6
3170,swingstates,swingstates,1,6
3171,compulsory,compulsory,1,6
3172,church,church,1,6
3173,fortune,fortune,1,6
3174,sacred,sacred,1,6
3175,purposefully,purposefully,1,6
3176,inherent,inherent,1,6
3177,systemic,systemic,1,6
3178,allowable,allowable,1,6
3179,establish,establish,1,6
3180,guideline,guideline,1,6
3181,250000,250000,1,6
3182,0008,0008,1,6
3183,6805,6805,1,6
3184,fatal,fatal,1,6
3185,intentional,intentional,1,6
3186,bulk,bulk,1,6
3187,ivan,ivan,1,6
3188,pentchoukov,pentchoukov,1,6
3189,hbo,hbo,1,6
3190,premier,premier,1,6
3191,predictive,predictive,1,6
3192,132,132,1,6
3193,timestamp,timestamp,1,6
3194,contributor,contributor,1,6
3195,warner,warner,1,6
3196,lute,lute,1,6
3197,wyden,wyden,1,6
3198,trailer,trailer,1,6
3199,speculate,speculate,1,3
3200,libertyordeath,libertyordeath,1,5
3201,legendary,legendary,1,5
3202,bebrave,bebrave,1,5
3203,neverstopfighting,neverstopfighting,1,5
3204,infowarscom,infowarscom,1,5
3205,supermalevitality,supermalevitality,1,5
3206,donttreadonme,donttreadonme,1,5
3207,donaldtrumpjr,donaldtrumpjr,1,9
3208,howie,howie,1,6
3209,carr,carr,1,6
3210,pet,pet,1,6
3211,3pm,3pm,1,6
3212,monthly,monthly,1,6
3213,subscriber,subscriber,1,6
3214,sub,sub,1,6
3215,ct,ct,1,6
3216,credential,credential,1,6
3217,shysters,shysters,1,6
3218,candidacy,candidacy,2,6
3219,murder,murder,1,6
3220,oil,oil,1,6
3221,production,production,1,6
3222,brink,brink,1,6
3223,casually,casually,2,4
3224,activism,activism,1,6
3225,valor,valor,1,6
3226,offset,offset,1,6
3227,expense,expense,1,6
3228,heartwarming,heartwarming,1,2
3229,weloveyou,weloveyou,1,2
3230,cop,cop,1,6
3231,despicable,despicable,1,6
3232,charon,charon,1,6
3233,accountable,accountable,1,4
3234,sucker,sucker,1,4
3235,christopher,christopher,1,6
3236,highly,highly,1,6
3237,counterterrorism,counterterrorism,1,6
3238,chris,chris,1,6
3239,esper,esper,1,6
3240,secretaryofdefense,secretaryofdefense,1,6
3241,boomerang,boomerang,1,6
3242,skullduggery,skullduggery,1,6
3243,indictment,indictment,1,6
3244,blvd,blvd,1,6
3245,username,username,1,6
3246,standy,standy,1,6
3247,beloved,beloved,4,2
3248,los,los,1,2
3249,angeles,angeles,1,2
3250,malibu,malibu,1,2
3251,vibrant,vibrant,1,2
3252,onceglorious,onceglorious,1,2
3253,sidewalk,sidewalk,1,2
3254,empty,empty,1,2
3255,ghost,ghost,1,2
3256,wish,wish,1,6
3257,tuck,tuck,1,6
3258,hourlong,hourlong,1,6
3259,fest,fest,1,6
3260,trumpwonbylandslide,trumpwonbylandslide,1,9
3261,demsaredestroyingusa,demsaredestroyingusa,1,9
3262,2020sucksass,2020sucksass,1,9
3263,elder,elder,1,1
3264,afflict,afflict,1,1
3265,precious,precious,1,1
3266,skill,skill,1,1
3267,rat,rat,1,1
3268,industrial,industrial,1,1
3269,complex,complex,1,1
3270,definition,definition,1,1
3271,willfully,willfully,1,1
3272,globalism,globalism,1,1
3273,terminal,terminal,1,6
3274,allegedly,allegedly,1,6
3275,lmao,lmao,1,6
3276,recycle,recycle,1,6
3277,material,material,1,6
3278,patch,patch,1,2
3279,client,client,1,2
3280,frienda,frienda,1,2
3281,fb,fb,1,6
3282,coomer,coomer,1,6
3283,manifesto,manifesto,2,6
3284,100m,100m,1,6
3285,unlawful,unlawful,1,6
3286,twist,twist,1,6
3287,envelop,envelop,1,6
3288,forge,forge,1,6
3289,agreement,agreement,1,6
3290,gluttonous,gluttonous,1,6
3291,bagel,bagel,1,6
3292,undertake,undertake,1,6
3293,schlapp,schlapp,1,6
3294,edition,edition,1,1
3295,270page,270page,2,6
3296,sidneys,sidneys,1,6
3297,mace,mace,2,9
3298,fundraised,fundraised,1,9
3299,brag,brag,1,9
3300,opponent,opponent,1,9
3301,oneterm,oneterm,1,9
3302,congresswoman,congresswoman,1,9
3303,diplomat,diplomat,1,6
3304,smooth,smooth,1,6
3305,transmission,transmission,1,6
3306,humanrights,humanrights,1,9
3307,middleeast,middleeast,1,9
3308,tank,tank,1,9
3309,broadcaster,broadcaster,1,9
3310,womens,womens,1,9
3311,region,region,1,9
3312,wit,wit,1,6
3313,peterneffenger,peterneffenger,1,6
3314,saturdayto,saturdayto,1,1
3315,barry,barry,1,1
3316,goldwater,goldwater,1,1
3317,hed,hed,1,1
3318,ashamed,ashamed,1,1
3319,mccain,mccain,1,1
3320,texting,texting,1,1
3321,band,band,1,1
3322,dncantifaglobalist,dncantifaglobalist,1,1
3323,clichè,clichè,1,1
3324,january6th,january6th,1,1
3325,willbewild,willbewild,1,1
3326,manipulator,manipulator,1,6
3327,struggle,struggle,1,6
3328,holdfast,holdfast,1,6
3329,rtecho,rtecho,1,2
3330,keyboard,keyboard,1,2
3331,oan,oan,2,6
3332,specifically,specifically,1,6
3333,highlight,highlight,1,6
3334,investigative,investigative,1,6
3335,refer,refer,1,6
3336,votings,votings,1,6
3337,3percent,3percent,1,5
3338,discourse,discourse,1,6
3339,selfgoverning,selfgoverning,1,6
3340,approval,approval,1,6
3341,singlehandedly,singlehandedly,1,6
3342,walmarts,walmarts,1,6
3343,resistance,resistance,1,6
3344,trumpcampaign,trumpcampaign,1,6
3345,election2020results,election2020results,1,6
3346,29th,29th,1,6
3347,truckdriverstrike,truckdriverstrike,1,6
3348,beauty,beauty,1,6
3349,richness,richness,1,6
3350,river,river,1,6
3351,lake,lake,1,6
3352,diverse,diverse,1,6
3353,immortal,immortal,1,6
3354,british,british,1,6
3355,prime,prime,1,6
3356,gladstone,gladstone,1,6
3357,wonderful,wonderful,1,6
3358,oathkeepers,oathkeepers,1,6
3359,fold,fold,1,6
3360,uniters,uniters,1,6
3361,switchblade,switchblade,1,6
3362,bidensamerica,bidensamerica,1,6
3363,incorrectly,incorrectly,1,6
3364,affirmative,affirmative,1,6
3365,vigorously,vigorously,1,6
3366,pursue,pursue,1,6
3367,expeditiously,expeditiously,1,6
3368,catherine,catherine,1,6
3369,casa,casa,1,9
3370,dellieb,dellieb,1,9
3371,steel,steel,4,9
3372,frequent,frequent,1,9
3373,npr,npr,1,9
3374,oped,oped,1,9
3375,column,column,1,9
3376,examiner,examiner,1,9
3377,comms,comms,1,9
3378,jeb,jeb,1,9
3379,bushs,bushs,1,9
3380,boehner,boehner,1,9
3381,maloni,maloni,1,9
3382,manafort,manafort,1,9
3383,2020election,2020election,1,4
3384,66248,66248,1,6
3385,reg,reg,1,6
3386,10315,10315,1,6
3387,brad,brad,1,6
3388,full,full,1,6
3389,extent,extent,1,6
3390,freetarrio,freetarrio,1,5
3391,minewas,minewas,1,6
3392,xi,xi,1,6
3393,jinping,jinping,1,6
3394,shutdown,shutdown,1,6
3395,93500,93500,1,6
3396,2014,2014,1,6
3397,ukrainian,ukrainian,1,6
3398,dictator,dictator,1,6
3399,vender,vender,1,6
3400,arizon,arizon,1,6
3401,ec,ec,1,6
3402,41,41,1,6
3403,80k,80k,3,6
3404,229,229,1,6
3405,249,249,1,6
3406,270,270,1,6
3407,download,download,1,6
3408,app,app,1,6
3409,checker,checker,1,6
3410,twatter,twatter,1,6
3411,farcebook,farcebook,1,6
3412,bidenwasnotelected,bidenwasnotelected,1,6
3413,patrick,patrick,1,6
3414,forewarn,forewarn,1,6
3415,october,october,1,6
3416,louie,louie,1,6
3417,gohmert,gohmert,1,6
3418,outline,outline,2,6
3419,fr,fr,1,6
3420,debunk,debunk,1,6
3421,underground,underground,1,6
3422,railroad,railroad,1,6
3423,facial,facial,1,6
3424,expression,expression,1,6
3425,personally,personally,1,6
3426,http20622315862logssendmail,http20622315862logssendmail,1,2
3427,pedophilia,pedophilia,1,2
3428,profitter,profitter,1,2
3429,watkins,watkins,2,2
3430,novdec,novdec,1,2
3431,metadata,metadata,1,2
3432,timeframe,timeframe,1,2
3433,priscilla,priscilla,1,2
3434,adams,adams,1,2
3435,dumont,dumont,1,2
3436,redstone,redstone,1,2
3437,arsenal,arsenal,1,2
3438,bellingcat,bellingcat,1,2
3439,wrapup,wrapup,1,2
3440,expansive,expansive,1,2
3441,cumdog,cumdog,1,2
3442,cumdogmillionaire,cumdogmillionaire,1,2
3443,qpatriots,qpatriots,1,2
3444,savethechildren,savethechildren,1,2
3445,qarmy,qarmy,1,2
3446,parlercanada,parlercanada,1,2
3447,buttsec,buttsec,1,2
3448,covertly,covertly,1,5
3449,everyday,everyday,1,5
3450,solid,solid,1,5
3451,timeless,timeless,1,5
3452,goto,goto,1,5
3453,magahat,magahat,1,5
3454,redhat,redhat,1,5
3455,legally,legally,1,6
3456,valadao,valadao,1,9
3457,californias,californias,1,9
3458,21st,21st,1,9
3459,incumbent,incumbent,1,9
3460,tj,tj,1,9
3461,cox,cox,1,9
3462,1032am,1032am,1,9
3463,pst,pst,1,9
3464,roughly,roughly,1,6
3465,4250,4250,1,6
3466,northcarolina,northcarolina,1,6
3467,10year,10year,1,6
3468,status,status,1,6
3469,herschel,herschel,1,6
3470,walker,walker,1,6
3471,bend,bend,1,6
3472,yield,yield,1,6
3473,intrigue,intrigue,1,6
3474,19000,19000,1,6
3475,582,582,1,6
3476,tibisay,tibisay,1,6
3477,lucena,lucena,1,6
3478,fck,fck,1,6
3479,disqualify,disqualify,1,6
3480,rile,rile,1,6
3481,dictatorship,dictatorship,1,6
3482,id2020,id2020,1,6
3483,microchip,microchip,1,6
3484,sorrow,sorrow,1,6
3485,neverconcede,neverconcede,1,6
3486,firm,firm,1,6
3487,cease,cease,1,6
3488,fauci,fauci,1,1
3489,medical,medical,1,1
3490,reduction,reduction,1,1
3491,considerably,considerably,1,1
3492,12hour,12hour,1,6
3493,permanently,permanently,1,6
3494,suspension,suspension,1,6
3495,lvm,lvm,1,1
3496,dan,dan,1,6
3497,siren,siren,1,6
3498,hitt,hitt,1,6
3499,stopthestealorg,stopthestealorg,1,6
3500,basis,basis,1,6
3501,approve,approve,1,6
3502,townsend,townsend,1,6
3503,asap,asap,1,6
3504,trevor,trevor,1,9
3505,loudon,loudon,1,9
3506,epoch,epoch,1,9
3507,tyranny,tyranny,2,9
3508,brew,brew,1,9
3509,settle,settle,1,9
3510,therell,therell,1,9
3511,opposition,opposition,1,9
3512,agendawe,agendawe,1,9
3513,oneparty,oneparty,1,9
3514,ccpchina,ccpchina,1,9
3515,purportedly,purportedly,1,1
3516,thathes,thathes,1,1
3517,generalflynn,generalflynn,1,1
3518,antifablm,antifablm,1,5
3519,capitulate,capitulate,1,5
3520,kindly,kindly,1,5
3521,notion,notion,1,5
3522,marxist,marxist,1,5
3523,wetdream,wetdream,1,5
3524,proudofyourmotherfuckinboy,proudofyourmotherfuckinboy,1,5
3525,blackblocbitches,blackblocbitches,1,5
3526,peacefulprotest,peacefulprotest,1,5
3527,proudboysgirl,proudboysgirl,1,5
3528,domesticterrorism,domesticterrorism,1,6
3529,recanvass,recanvass,1,6
3530,dino,dino,1,9
3531,williamofockhham,williamofockhham,1,6
3532,fragileass,fragileass,1,5
3533,ornament,ornament,1,5
3534,eversogently,eversogently,1,5
3535,xmas,xmas,1,5
3536,decoration,decoration,1,5
3537,piney,piney,1,5
3538,carcass,carcass,1,5
3539,damnit,damnit,1,5
3540,civic,civic,1,5
3541,otoya,otoya,2,5
3542,yamaguchi,yamaguchi,1,5
3543,correlation,correlation,1,5
3544,rwds,rwds,1,5
3545,itsoktobeanationalist,itsoktobeanationalist,1,5
3546,dismay,dismay,1,6
3547,batch,batch,1,6
3548,rescanningupdates,rescanningupdates,1,6
3549,romneys,romneys,1,6
3550,unsolved,unsolved,1,4
3551,smack,smack,1,4
3552,joey,joey,1,4
3553,grasp,grasp,1,6
3554,injunctive,injunctive,1,6
3555,relief,relief,1,6
3556,cert,cert,1,6
3557,size,size,1,5
3558,laptop,laptop,1,5
3559,skateboard,skateboard,1,5
3560,ammo,ammo,1,5
3561,crate,crate,1,5
3562,nike,nike,1,5
3563,logo,logo,1,5
3564,honey,honey,1,5
3565,jar,jar,1,5
3566,poohsibilities,poohsibilities,1,5
3567,salvage,salvage,1,6
3568,chavez,chavez,1,6
3569,perpetual,perpetual,1,6
3570,brazen,brazen,1,9
3571,criminality,criminality,1,9
3572,unwilling,unwilling,1,9
3573,naturally,naturally,1,9
3574,unbelievable,unbelievable,1,9
3575,lockthemup,lockthemup,1,9
3576,cernovich,cernovich,1,6
3577,deploy,deploy,1,6
3578,callitwhatitis,callitwhatitis,1,6
3579,marchondc,marchondc,1,5
3580,deepstatecorruption,deepstatecorruption,1,5
3581,deceptive,deceptive,1,6
3582,practice,practice,1,6
3583,tfw,tfw,1,5
3584,spreme,spreme,1,5
3585,disenfranchisement,disenfranchisement,1,5
3586,raycissss,raycissss,1,5
3587,disproportionately,disproportionately,1,5
3588,poc,poc,1,5
3589,flap,flap,1,5
3590,giddy,giddy,1,5
3591,schoolgirl,schoolgirl,1,5
3592,sheer,sheer,1,5
3593,hypocrisy,hypocrisy,1,5
3594,deepstatecucks,deepstatecucks,1,5
3595,doomersgtfo,doomersgtfo,1,5
3596,constituent,constituent,1,6
3597,assembly,assembly,1,6
3598,okelly,okelly,1,6
3599,rubio,rubio,1,6
3600,2nd,2nd,1,6
3601,rubios,rubios,1,6
3602,susanrice,susanrice,1,9
3603,codemonkeyzron,codemonkeyzron,1,6
3604,clock,clock,1,6
3605,autists,autists,1,6
3606,chinademtanic,chinademtanic,2,6
3607,fabulous,fabulous,1,6
3608,iceberg,iceberg,1,6
3609,ymca,ymca,1,2
3610,handsome,handsome,1,6
3611,memory,memory,1,6
3612,terabyte,terabyte,1,6
3613,podesta,podesta,1,6
3614,donna,donna,1,6
3615,brazile,brazile,1,6
3616,134631,134631,1,6
3617,articia,articia,1,6
3618,bomer,bomer,1,6
3619,triple,triple,1,5
3620,clean,clean,1,4
3621,inslee,inslee,2,1
3622,methamphetamine,methamphetamine,1,1
3623,epidemic,epidemic,1,1
3624,2000s,2000s,1,1
3625,planet,planet,1,1
3626,yard,yard,1,1
3627,homelessness,homelessness,1,1
3628,sex,sex,1,1
3629,k12,k12,1,1
3630,drug,drug,1,1
3631,theorist,theorist,1,6
3632,sore,sore,1,6
3633,sow,sow,1,6
3634,division,division,1,6
3635,loudspeaker,loudspeaker,1,1
3636,365000,365000,1,1
3637,fellowship,fellowship,1,6
3638,trumpthen,trumpthen,1,6
3639,demsaredestroyingamerica,demsaredestroyingamerica,1,2
3640,enquire,enquire,1,9
3641,graph,graph,1,9
3642,unexplained,unexplained,1,9
3643,nigh,nigh,1,9
3644,3200,3200,1,9
3645,adult,adult,1,4
3646,responsibly,responsibly,1,4
3647,bartiromos,bartiromos,1,6
3648,validate,validate,1,6
3649,fresh,fresh,1,1
3650,grandchild,grandchild,1,1
3651,fightbackamerica,fightbackamerica,1,1
3652,neverquit,neverquit,1,6
3653,parlercomprofileali,parlercomprofileali,1,6
3654,gbp,gbp,2,6
3655,amendment,amendment,1,6
3656,15minute,15minute,1,6
3657,koch,koch,2,6
3658,recording,recording,1,6
3659,dod,dod,1,6
3660,grandson,grandson,1,6
3661,offload,offload,1,6
3662,plane,plane,1,6
3663,jaded,jaded,1,6
3664,transcript,transcript,1,6
3665,alabama,alabama,3,6
3666,texass,texass,1,6
3667,alabamas,alabamas,1,6
3668,emulate,emulate,1,6
3669,ticketmaster,ticketmaster,1,9
3670,phill,phill,1,6
3671,ram,ram,1,6
3672,smear,smear,1,6
3673,prosecutor,prosecutor,1,6
3674,dealings,dealings,1,6
3675,vp,vp,1,6
3676,413,413,1,6
3677,lyin,lyin,1,6
3678,keepthepeace,keepthepeace,1,6
3679,washingtonstate,washingtonstate,1,6
3680,killstream,killstream,1,6
3681,timothy,timothy,1,6
3682,batten,batten,1,6
3683,sr,sr,1,6
3684,statue,statue,1,6
3685,quo,quo,1,6
3686,enjoin,enjoin,1,6
3687,crease,crease,1,6
3688,outperform,outperform,1,6
3689,maine,maine,1,6
3690,string,string,1,6
3691,9pm,9pm,1,6
3692,valid,valid,1,6
3693,invalid,invalid,1,6
3694,shepard,shepard,1,6
3695,920am,920am,1,6
3696,50states,50states,1,6
3697,psc,psc,1,6
3698,loeffler,loeffler,1,6
3699,warnock,warnock,1,6
3700,ossoff,ossoff,1,6
3701,nasty,nasty,1,6
3702,livid,livid,1,6
3703,dekalb,dekalb,1,6
3704,deposit,deposit,1,6
3705,responsive,responsive,1,6
3706,hrsday,hrsday,1,6
3707,excel,excel,1,6
3708,knowledge,knowledge,1,6
3709,esp,esp,1,6
3710,helpful,helpful,1,6
3711,vet,vet,1,6
3712,assure,assure,1,6
3713,dnalevel,dnalevel,1,6
3714,happiness,happiness,1,1
3715,bitterness,bitterness,1,1
3716,sulk,sulk,1,1
3717,intolerance,intolerance,1,1
3718,viewer,viewer,1,6
3719,alito,alito,2,6
3720,separately,separately,1,6
3721,reply,reply,1,6
3722,2p,2p,1,6
3723,shannon,shannon,1,6
3724,bream,bream,1,6
3725,112520,112520,1,6
3726,basham,basham,1,6
3727,ai,ai,1,6
3728,developer,developer,2,6
3729,retire,retire,1,6
3730,combe,combe,1,6
3731,bidenscandalaintgoingaway,bidenscandalaintgoingaway,1,6
3732,regard,regard,1,6
3733,extraordinarily,extraordinarily,1,6
3734,representation,representation,1,6
3735,admire,admire,1,6
3736,sammy,sammy,1,6
3737,discourage,discourage,1,6
3738,libertarian,libertarian,1,6
3739,disaffected,disaffected,1,6
3740,peach,peach,1,6
3741,medias,medias,1,6
3742,revere,revere,1,6
3743,haters,haters,1,6
3744,plagarize,plagarize,1,2
3745,tcf,tcf,1,6
3746,31,31,1,6
3747,hunt,hunt,1,1
3748,230,230,1,6
3749,cluster,cluster,1,6
3750,commmonwealth,commmonwealth,1,6
3751,kathy,kathy,1,6
3752,boockvar,boockvar,1,6
3753,clerical,clerical,1,6
3754,category,category,1,6
3755,runner,runner,1,6
3756,womenfortrump,womenfortrump,1,1
3757,upset,upset,1,6
3758,invest,invest,1,6
3759,unilateral,unilateral,1,6
3760,joint,joint,1,6
3761,b,b,1,9
3762,concession,concession,1,9
3763,55k,55k,1,2
3764,straighten,straighten,1,6
3765,forbid,forbid,1,6
3766,1955,1955,1,6
3767,probability,probability,1,6
3768,statesgeorgia,statesgeorgia,1,6
3769,circumstancesis,circumstancesis,1,6
3770,quadrillion,quadrillion,1,6
3771,1000000000000000,1000000000000000,1,6
3772,httpsimage,httpsimage,1,6
3773,constant,constant,1,6
3774,physical,physical,1,6
3775,arsonist,arsonist,1,6
3776,bus,bus,1,1
3777,natl,natl,1,1
3778,lawenforcement,lawenforcement,1,1
3779,museum,museum,1,1
3780,defundthepolice,defundthepolice,1,1
3781,pl,pl,1,1
3782,preserve,preserve,1,1
3783,merry,merry,1,1
3784,soul,soul,1,1
3785,antifaterrorists,antifaterrorists,1,1
3786,866000,866000,1,6
3787,subpoena,subpoena,1,6
3788,joaquin,joaquin,1,6
3789,reaction,reaction,1,6
3790,macing,macing,1,6
3791,lone,lone,1,6
3792,nyt,nyt,1,6
3793,metaphysical,metaphysical,1,1
3794,discovery,discovery,1,6
3795,dozen,dozen,1,6
3796,maiden,maiden,1,6
3797,victoria,victoria,1,6
3798,toensing,toensing,1,6
3799,digenova,digenova,1,6
3800,parachute,parachute,1,6
3801,broward,broward,1,6
3802,key,key,1,4
3803,demographic,demographic,1,4
3804,demo,demo,1,4
3805,suburb,suburb,1,6
3806,lunchroom,lunchroom,1,6
3807,edo,edo,1,6
3808,nevertrumpers,nevertrumpers,1,6
3809,lincolnproject,lincolnproject,1,6
3810,trumpmarchcom,trumpmarchcom,1,6
3811,centre,centre,1,6
3812,bald,bald,1,6
3813,romes,romes,1,6
3814,suspiciously,suspiciously,1,6
3815,georiga,georiga,1,6
3816,preplanned,preplanned,1,6
3817,invasion,invasion,1,6
3818,moronic,moronic,1,6
3819,durham,durham,2,6
3820,ess,ess,1,6
3821,curious,curious,1,6
3822,redact,redact,2,6
3823,1100am,1100am,1,2
3824,grove,grove,1,2
3825,memorial,memorial,1,2
3826,ceremoniously,ceremoniously,1,2
3827,unbelievably,unbelievably,1,2
3828,advertise,advertise,1,2
3829,web,web,1,2
3830,portal,portal,1,2
3831,thelist,thelist,1,6
3832,bankrupt,bankrupt,1,1
3833,humanity,humanity,1,1
3834,awe,awe,1,1
3835,face,face,1,2
3836,reside,reside,1,2
3837,electoralvotes,electoralvotes,1,2
3838,150000,150000,1,6
3839,underway,underway,1,6
3840,bryson,bryson,1,5
3841,gray,gray,1,5
3842,sheriff,sheriff,1,6
3843,obstruction,obstruction,1,6
3844,attn,attn,1,6
3845,volume,volume,1,6
3846,greg,greg,1,6
3847,lewis,lewis,1,6
3848,dredge,dredge,1,6
3849,slogan,slogan,2,6
3850,coin,coin,1,6
3851,accurately,accurately,1,6
3852,exonerate,exonerate,1,6
