,id,label,count,louvain
1072,destruction,destruction,4,4
1073,evan,evan,4,6
1074,capture,capture,4,6
1075,riot,riot,6,6
1076,monitor,monitor,4,6
1077,goodvsevil,goodvsevil,4,6
1078,blind,blind,5,1
1079,democracy,democracy,4,6
1080,wear,wear,4,1
1081,blue,blue,4,6
1082,easy,easy,4,6
1083,previous,previous,6,6
1084,wed,wed,5,5
1085,brainwash,brainwash,4,6
1086,internet,internet,4,6
1087,thursday,thursday,4,6
1088,crow,crow,4,6
1089,die,die,5,6
1090,produce,produce,4,6
1091,eat,eat,5,4
1092,endless,endless,4,5
1093,miracle,miracle,4,6
1094,arent,arent,4,6
1095,strategy,strategy,4,6
1096,bust,bust,4,6
1097,whos,whos,4,6
1098,courthouse,courthouse,4,6
1099,battle,battle,5,4
1100,newly,newly,4,1
1101,prepare,prepare,4,6
1102,deliver,deliver,4,6
1103,laura,laura,4,6
1104,loomer,loomer,4,6
1105,baby,baby,4,6
1106,parade,parade,4,1
1107,decision,decision,4,6
1108,purchase,purchase,4,6
1109,ignore,ignore,4,4
1110,neighbor,neighbor,4,5
1111,amistad,amistad,5,6
1112,loud,loud,4,6
1113,figure,figure,4,4
1114,guard,guard,4,6
1115,kill,kill,4,6
1116,blame,blame,4,4
1117,film,film,4,6
1118,sacrifice,sacrifice,4,2
1119,gate,gate,4,6
1120,gold,gold,4,6
1121,influence,influence,4,6
1122,alexander,alexander,4,6
1123,throw,throw,4,4
1124,absolutely,absolutely,4,4
1125,postelection,postelection,4,6
1126,audio,audio,5,6
1127,jesus,jesus,4,1
1128,domestic,domestic,4,4
1129,ass,ass,5,5
1130,defense,defense,5,9
1131,town,town,4,2
1132,trip,trip,5,6
1133,sell,sell,4,6
1134,microphone,microphone,4,6
1135,pull,pull,4,6
1136,right,right,5,6
1137,797979,797979,4,6
1138,master,master,4,1
1139,occur,occur,4,9
1140,policy,policy,4,9
1141,commit,commit,7,6
1142,roberts,roberts,5,6
1143,commie,commie,4,5
1144,handle,handle,4,6
1145,employee,employee,5,2
1146,burn,burn,4,6
1147,suspend,suspend,5,6
1148,donate,donate,4,6
1149,manual,manual,4,6
1150,additional,additional,5,6
1151,original,original,4,6
1152,stillyourpresident,stillyourpresident,4,5
1153,floyd,floyd,4,6
1154,pend,pend,4,6
1155,car,car,4,5
1156,session,session,6,6
1157,simply,simply,4,4
1158,turnout,turnout,5,6
1159,reason,reason,5,5
1160,mansion,mansion,4,6
1161,concern,concern,4,6
1162,tie,tie,4,6
1163,marshall,marshall,4,1
1164,yes,yes,4,6
1165,pundit,pundit,4,9
1166,2024,2024,4,5
1167,advisory,advisory,4,4
1168,digital,digital,5,9
1169,couldnt,couldnt,4,6
1170,zuckerberg,zuckerberg,4,4
1171,represent,represent,4,9
1172,ton,ton,4,4
1173,think,think,4,1
1174,ted,ted,4,5
1175,announcement,announcement,4,6
1176,flock,flock,3,6
1177,successful,successful,3,6
1178,friday,friday,3,4
1179,please,please,3,6
1180,bigly,bigly,3,6
1181,algorithm,algorithm,3,6
1182,romneymcdaniel,romneymcdaniel,3,6
1183,match,match,3,6
1184,violation,violation,3,6
1185,shove,shove,3,5
1186,docket,docket,3,6
1187,piss,piss,3,4
1188,smart,smart,3,6
1189,stopthecoup,stopthecoup,3,6
1190,star,star,3,4
1191,stake,stake,3,5
1192,commitment,commitment,3,6
1193,authority,authority,3,6
1194,gsa,gsa,5,9
1195,emily,emily,4,9
1196,murphy,murphy,4,9
1197,supremecourtdecides,supremecourtdecides,3,9
1198,hurl,hurl,5,6
1199,glass,glass,4,6
1200,window,window,3,5
1201,seanhannity,seanhannity,3,9
1202,grow,grow,3,6
1203,winner,winner,3,4
1204,wapo,wapo,3,9
1205,scandal,scandal,3,6
1206,probe,probe,3,9
1207,direct,direct,3,6
1208,george,george,4,6
1209,low,low,3,1
1210,gore,gore,3,6
1211,13,13,3,6
1212,investigator,investigator,3,6
1213,conduct,conduct,3,6
1214,anymore,anymore,3,5
1215,forever,forever,3,1
1216,donor,donor,3,6
1217,label,label,3,2
1218,backdate,backdate,3,6
1219,burden,burden,3,6
1220,coffee,coffee,3,1
1221,even,even,3,6
1222,technology,technology,3,6
1223,lord,lord,3,1
1224,thug,thug,4,1
1225,guiliani,guiliani,3,6
1226,masksnap,masksnap,3,6
1227,totally,totally,3,9
1228,operative,operative,4,6
1229,accuse,accuse,6,6
1230,scheme,scheme,3,6
1231,fuck,fuck,3,5
1232,bunch,bunch,3,5
1233,resist,resist,3,5
1234,fuckchina,fuckchina,3,5
1235,trumpchella,trumpchella,3,6
1236,retweeted,retweeted,3,6
1237,rate,rate,4,6
1238,you,you,3,6
1239,intelreform,intelreform,3,5
1240,teach,teach,3,5
1241,perfect,perfect,3,5
1242,45,45,3,6
1243,interfere,interfere,3,6
1244,shiva,shiva,3,6
1245,wh,wh,3,6
1246,intend,intend,3,6
1247,swipe,swipe,3,1
1248,parleruk,parleruk,3,2
1249,buy,buy,3,4
1250,professional,professional,3,4
1251,8th,8th,3,4
1252,lady,lady,3,4
1253,tee,tee,3,4
1254,kagpatriots,kagpatriots,3,4
1255,viral,viral,5,1
1256,sad,sad,3,1
1257,bleed,bleed,3,1
1258,dismiss,dismiss,3,1
1259,spoil,spoil,3,1
1260,up,up,3,6
1261,matt,matt,3,6
1262,legitimate,legitimate,3,6
1263,accurate,accurate,3,6
1264,foot,foot,3,6
1265,500000,500000,3,6
1266,channel,channel,3,6
1267,endorse,endorse,3,6
1268,gen,gen,3,6
1269,bid,bid,4,6
1270,anthem,anthem,3,5
1271,acknowledge,acknowledge,3,6
1272,daughter,daughter,3,6
1273,admit,admit,3,6
1274,mind,mind,3,4
1275,tour,tour,3,2
1276,colleague,colleague,3,6
1277,aric,aric,3,6
1278,pro,pro,3,6
1279,peace,peace,7,5
1280,effect,effect,3,5
1281,reverse,reverse,3,5
1282,beverly,beverly,3,2
1283,hq,hq,3,6
1284,elena,elena,4,6
1285,springfield,springfield,3,2
1286,robert,robert,3,6
1287,leadership,leadership,3,6
1288,dem,dem,3,6
1289,current,current,3,6
1290,chance,chance,3,4
1291,laxalt,laxalt,3,6
1292,21,21,3,9
1293,dominionsoftware,dominionsoftware,3,2
1294,allin,allin,3,6
1295,sue,sue,3,6
1296,tabulation,tabulation,3,6
1297,actor,actor,3,6
1298,krakenonsteroids,krakenonsteroids,3,6
1299,slow,slow,3,6
1300,anomaly,anomaly,3,6
1301,taste,taste,3,6
1302,simple,simple,3,6
1303,auditthevote,auditthevote,3,1
1304,pressure,pressure,3,6
1305,confident,confident,3,6
1306,ten,ten,3,6
1307,demonstrate,demonstrate,3,6
1308,courage,courage,3,9
1309,americafirst,americafirst,3,5
1310,terrify,terrify,3,4
1311,engage,engage,3,6
1312,politic,politic,3,2
1313,establishment,establishment,3,1
1314,bidenharris,bidenharris,3,5
1315,saveourchildren,saveourchildren,3,9
1316,hate,hate,4,6
1317,pelosi,pelosi,3,4
1318,heather,heather,3,6
1319,dumb,dumb,3,1
1320,airport,airport,3,6
1321,explosive,explosive,3,6
1322,spike,spike,4,9
1323,yep,yep,3,6
1324,illegally,illegally,3,6
1325,tip,tip,3,5
1326,step,step,3,6
1327,arm,arm,3,5
1328,intimidation,intimidation,3,6
1329,observe,observe,3,6
1330,mention,mention,3,4
1331,countrys,countrys,3,6
1332,thomas,thomas,3,6
1333,russia,russia,3,5
1334,union,union,3,6
1335,accountability,accountability,3,6
1336,quality,quality,3,6
1337,indoor,indoor,3,5
1338,dine,dine,3,4
1339,lindsey,lindsey,3,6
1340,graham,graham,3,6
1341,district,district,3,9
1342,hutton,hutton,3,6
1343,pulitzer,pulitzer,3,6
1344,outnumber,outnumber,3,5
1345,peter,peter,4,6
1346,hunter,hunter,3,1
1347,disinformation,disinformation,3,6
1348,dot,dot,3,6
1349,org,org,3,6
1350,honor,honor,3,6
1351,powerful,powerful,3,2
1352,nv,nv,3,6
1353,afraid,afraid,3,1
1354,elections2020,elections2020,3,1
1355,fool,fool,3,6
1356,booker,booker,4,6
1357,warm,warm,3,1
1358,declaration,declaration,3,9
1359,intel,intel,3,6
1360,sheeple,sheeple,3,6
1361,explosion,explosion,3,6
1362,camp,camp,3,1
1363,book,book,3,4
1364,soros,soros,5,6
1365,miller,miller,3,6
1366,lock,lock,3,6
1367,wanna,wanna,3,5
1368,ny,ny,3,6
1369,vcode,vcode,3,9
1370,health,health,3,9
1371,passport,passport,3,9
1372,mandatory,mandatory,3,9
1373,kline,kline,4,6
1374,user,user,4,6
1375,guide,guide,4,6
1376,assist,assist,3,6
1377,abuse,abuse,4,6
1378,equipment,equipment,3,6
1379,award,award,4,4
1380,admin,admin,4,6
1381,screen,screen,3,6
1382,8kun,8kun,4,2
1383,stick,stick,3,6
1384,cost,cost,3,6
1385,qanon,qanon,4,2
1386,scotts,scotts,3,6
1387,1minute,1minute,3,6
1388,visit,visit,3,6
1389,damn,damn,3,4
1390,upcoming,upcoming,3,6
1391,permit,permit,4,6
1392,commission,commission,3,6
1393,program,program,3,6
1394,werent,werent,3,5
1395,opportunity,opportunity,3,4
1396,antitrump,antitrump,3,6
1397,william,william,3,6
1398,alive,alive,3,1
1399,trigger,trigger,3,5
1400,stream,stream,3,6
1401,bio,bio,3,6
1402,effective,effective,3,6
1403,collude,collude,3,6
1404,biscayne,biscayne,3,6
1405,bow,bow,3,1
1406,smartmatics,smartmatics,4,6
1407,envelope,envelope,3,6
1408,nancy,nancy,4,4
1409,gotta,gotta,4,4
1410,poor,poor,3,1
1411,map,map,3,6
1412,sick,sick,3,5
1413,profile,profile,3,6
1414,tally,tally,3,6
1415,strike,strike,3,6
1416,literally,literally,3,6
1417,uncounted,uncounted,3,6
1418,outlet,outlet,3,6
1419,nbc,nbc,3,9
1420,advisor,advisor,3,9
1421,round,round,3,4
1422,electionintegrity,electionintegrity,3,6
1423,directly,directly,3,6
1424,embarrass,embarrass,3,6
1425,sister,sister,3,6
1426,scavino,scavino,3,6
1427,staff,staff,3,2
1428,contractor,contractor,3,2
1429,jersey,jersey,3,6
1430,notmypresident,notmypresident,3,1
1431,color,color,3,3
1432,gif,gif,3,5
1433,davis,davis,3,1
1434,bigtech,bigtech,3,1
1435,whosestreetsourstreets,whosestreetsourstreets,3,5
1436,mtg,mtg,3,6
1437,duty,duty,3,5
1438,careful,careful,3,6
1439,jerichomarch,jerichomarch,3,6
1440,sticker,sticker,9,5
1441,cell,cell,4,5
1442,appeal,appeal,5,5
1443,season,season,3,4
1444,partner,partner,3,6
1445,margin,margin,3,6
1446,statistical,statistical,3,6
1447,rid,rid,3,1
1448,heaven,heaven,3,1
1449,coronavirus,coronavirus,3,1
1450,distance,distance,3,4
1451,zoom,zoom,3,3
1452,operation,operation,3,9
1453,pretense,pretense,3,6
1454,steve,steve,3,6
1455,ukraine,ukraine,4,9
1456,prediction,prediction,3,4
1457,sec,sec,3,6
1458,entry,entry,3,6
1459,8pm,8pm,3,6
1460,disagree,disagree,3,9
1461,imperative,imperative,3,6
1462,mass,mass,3,6
1463,yellow,yellow,3,5
1464,realize,realize,3,6
1465,demonstration,demonstration,3,6
1466,card,card,3,1
1467,journalism,journalism,3,6
1468,outcome,outcome,3,6
1469,downtown,downtown,3,6
1470,40000,40000,3,6
1471,crash,crash,3,5
1472,ca,ca,3,6
1473,reelection,reelection,4,6
1474,briefing,briefing,3,9
1475,5th,5th,3,6
1476,meal,meal,3,6
1477,develop,develop,4,2
1478,tag,tag,3,4
1479,mall,mall,3,6
1480,tallahassee,tallahassee,3,6
1481,paxton,paxton,3,6
1482,10am,10am,3,6
1483,vega,vega,3,6
1484,occupy,occupy,3,6
1485,path,path,3,6
1486,magamillionmarch,magamillionmarch,3,4
1487,dominionwatch,dominionwatch,3,6
1488,cause,cause,3,6
1489,york,york,3,6
1490,delete,delete,3,6
1491,obvious,obvious,3,4
1492,target,target,3,4
1493,square,square,3,5
1494,canada,canada,3,5
1495,theyve,theyve,3,1
1496,bengarrison,bengarrison,3,1
1497,cartoon,cartoon,3,1
1498,danger,danger,3,6
1499,prevent,prevent,3,9
1500,misinformation,misinformation,4,4
1501,class,class,3,6
1502,reelect,reelect,3,4
1503,weapon,weapon,3,4
1504,fiancé,fiancé,3,6
1505,object,object,3,6
1506,view,view,3,6
1507,propose,propose,3,6
1508,canvass,canvass,3,6
1509,14th,14th,3,6
1510,server,server,3,9
1511,receipt,receipt,3,6
1512,chadhasty,chadhasty,2,6
1513,radio,radio,2,6
1514,txlege,txlege,2,6
1515,idk,idk,2,5
1516,bottle,bottle,3,6
1517,elderly,elderly,3,6
1518,shatter,shatter,2,6
1519,charleston,charleston,2,6
1520,participant,participant,2,6
1521,farm,farm,2,6
1522,dcs,dcs,2,6
1523,cede,cede,2,6
1524,headline,headline,2,6
1525,enlarge,enlarge,2,3
1526,mobile,mobile,2,3
1527,desktop,desktop,2,3
1528,handmade,handmade,2,5
1529,rpt,rpt,2,6
1530,globalists,globalists,2,6
1531,unpunished,unpunished,2,6
1532,attendance,attendance,2,6
1533,advice,advice,3,6
1534,nashville,nashville,2,6
1535,knee,knee,2,6
1536,state,state,2,6
1537,80,80,2,1
1538,hijack,hijack,2,1
1539,unconstitutional,unconstitutional,2,6
1540,hatred,hatred,2,5
1541,felon,felon,2,6
1542,underage,underage,2,4
1543,2423,2423,2,6
1544,1043,1043,2,6
1545,po,po,2,6
1546,4926,4926,2,6
1547,395,395,2,6
1548,15700,15700,2,6
1549,40279,40279,2,6
1550,reregister,reregister,2,6
1551,verification,verification,2,6
1552,mock,mock,2,4
1553,hey,hey,2,6
1554,whatsoever,whatsoever,2,6
1555,rsbn,rsbn,2,5
1556,lovemypotus,lovemypotus,2,5
1557,74,74,2,6
1558,jeffrey,jeffrey,2,4
1559,hypocrite,hypocrite,2,4
1560,prevail,prevail,2,9
1561,secret,secret,2,6
1562,exceed,exceed,2,6
1563,violate,violate,2,6
1564,administrator,administrator,3,9
1565,plug,plug,2,6
1566,script,script,4,6
1567,firework,firework,2,4
1568,immigrant,immigrant,2,6
1569,whove,whove,2,6
1570,podcast,podcast,2,6
1571,blatant,blatant,2,6
1572,club,club,2,6
1573,debate,debate,2,6
1574,trail,trail,2,6
1575,floridafortrump,floridafortrump,2,6
1576,mo,mo,2,6
1577,la,la,2,6
1578,dhs,dhs,2,6
1579,sting,sting,4,6
1580,propaganda,propaganda,2,1
1581,visible,visible,2,6
1582,guarantee,guarantee,2,6
1583,bomb,bomb,2,6
1584,congressional,congressional,2,9
1585,mystery,mystery,3,4
1586,vow,vow,2,6
1587,valley,valley,2,6
1588,corporation,corporation,2,1
1589,dress,dress,2,6
1590,freeze,freeze,2,6
1591,bush,bush,2,1
1592,ground,ground,2,6
1593,ave,ave,2,6
1594,2027885070,2027885070,2,6
1595,dispatch,dispatch,2,6
1596,stolenelectionus,stolenelectionus,2,6
1597,erupt,erupt,2,9
1598,trumprally,trumprally,2,6
1599,middle,middle,2,5
1600,legit,legit,2,6
1601,114,114,2,6
1602,instruct,instruct,2,6
1603,jesse,jesse,2,6
1604,driver,driver,2,6
1605,frame,frame,2,4
1606,wednesday,wednesday,2,6
1607,hasnt,hasnt,2,4
1608,djt,djt,2,4
1609,wilson,wilson,2,6
1610,waynecounty,waynecounty,2,6
1611,series,series,2,6
1612,hyatt,hyatt,2,6
1613,regency,regency,2,6
1614,alexjones,alexjones,2,6
1615,harvest,harvest,2,6
1616,playbook,playbook,2,6
1617,literal,literal,2,5
1618,endthetyranny,endthetyranny,2,5
1619,twittercensorship,twittercensorship,2,6
1620,disaster,disaster,2,1
1621,pristine,pristine,2,6
1622,kayleigh,kayleigh,2,6
1623,mcenany,mcenany,2,6
1624,120,120,2,6
1625,storewide,storewide,2,5
1626,60,60,2,4
1627,product,product,2,6
1628,roseannebarr,roseannebarr,2,1
1629,scottbaio,scottbaio,2,1
1630,presidentialelection,presidentialelection,2,1
1631,truthhidinginplainsight,truthhidinginplainsight,2,1
1632,joy,joy,2,6
1633,impose,impose,2,6
1634,sanction,sanction,2,6
1635,section,section,2,6
1636,behalf,behalf,2,6
1637,intent,intent,2,6
1638,piece,piece,2,6
1639,brief,brief,2,6
1640,donotconcede,donotconcede,2,1
1641,feed,feed,2,6
1642,intimidate,intimidate,2,6
1643,landslide,landslide,2,6
1644,azpatriots,azpatriots,2,6
1645,infiltrator,infiltrator,2,2
1646,influencer,influencer,2,2
1647,ps,ps,2,2
1648,musiciansactors,musiciansactors,2,2
1649,music,music,2,2
1650,therere,therere,2,2
1651,entertainment,entertainment,2,2
1652,nwo,nwo,2,2
1653,music2020,music2020,2,2
1654,newmusic,newmusic,2,2
1655,discovernewmusic,discovernewmusic,2,2
1656,rogerstone,rogerstone,2,2
1657,marry,marry,2,4
1658,economy,economy,2,4
1659,trophy,trophy,2,4
1660,melania,melania,2,4
1661,no,no,2,4
1662,takeover,takeover,2,6
1663,chuck,chuck,2,6
1664,reality,reality,2,6
1665,applause,applause,2,4
1666,americaloving,americaloving,2,1
1667,briefly,briefly,2,4
1668,quickly,quickly,2,1
1669,lol,lol,2,1
1670,notice,notice,2,1
1671,disastrous,disastrous,2,6
1672,few,few,2,6
1673,sample,sample,2,6
1674,braynard,braynard,2,6
1675,glitches,glitches,2,6
1676,reposting,reposting,2,6
1677,democratic,democratic,2,6
1678,finally,finally,2,6
1679,wind,wind,2,6
1680,knock,knock,2,6
1681,dark,dark,2,6
1682,unconscious,unconscious,2,4
1683,identify,identify,2,6
1684,countthevotes,countthevotes,2,9
1685,substantial,substantial,2,6
1686,projection,projection,2,6
1687,awesome,awesome,2,4
1688,houston,houston,2,6
1689,ron,ron,2,6
1690,conversation,conversation,2,6
1691,benefit,benefit,2,1
1692,finalize,finalize,2,6
1693,pack,pack,2,2
1694,protrump,protrump,2,2
1695,archive,archive,2,6
1696,contract,contract,2,6
1697,prior,prior,2,6
1698,nesbitt,nesbitt,2,6
1699,tempore,tempore,2,6
1700,regime,regime,2,5
1701,modern,modern,2,4
1702,keepamericagreat,keepamericagreat,2,5
1703,conspiracy,conspiracy,2,6
1704,theory,theory,2,6
1705,chamber,chamber,2,6
1706,incredibly,incredibly,2,4
1707,pose,pose,2,6
1708,core,core,2,1
1709,thankful,thankful,2,6
1710,shame,shame,2,1
1711,adjust,adjust,2,6
1712,resign,resign,2,4
1713,gavin,gavin,3,4
1714,objection,objection,3,6
1715,6000,6000,2,6
1716,sound,sound,2,6
1717,angle,angle,2,6
1718,maidengate,maidengate,2,6
1719,breath,breath,2,1
1720,childrens,childrens,2,6
1721,suitcasegate,suitcasegate,2,6
1722,glad,glad,2,6
1723,rubys,rubys,3,6
1724,dislike,dislike,2,6
1725,role,role,2,6
1726,nice,nice,2,6
1727,actual,actual,2,5
1728,capacity,capacity,2,6
1729,magically,magically,2,6
1730,extend,extend,2,6
1731,rich,rich,2,6
1732,fren,fren,2,6
1733,barnes,barnes,5,6
1734,lansing,lansing,2,6
1735,challenger,challenger,2,6
1736,keepchristmas,keepchristmas,2,6
1737,taiwan,taiwan,4,1
1738,continuously,continuously,2,5
1739,chinabiden,chinabiden,2,5
1740,overthrow,overthrow,2,6
1741,stopthestealusdonatecfm,stopthestealusdonatecfm,2,6
1742,77,77,2,4
1743,47,47,2,6
1744,pollster,pollster,2,6
1745,item,item,2,5
1746,supremecourt,supremecourt,2,6
1747,direction,direction,2,6
1748,smirk,smirk,2,6
1749,resolution,resolution,3,6
1750,essentially,essentially,2,6
1751,mcconnell,mcconnell,2,6
1752,klobuchar,klobuchar,2,6
1753,wouldnt,wouldnt,2,5
1754,resort,resort,2,5
1755,beat,beat,3,9
1756,weakling,weakling,3,1
1757,surround,surround,2,1
1758,ohio,ohio,2,2
1759,earth,earth,2,5
1760,chat,chat,2,6
1761,wouldve,wouldve,2,6
1762,innocent,innocent,2,6
1763,affiliation,affiliation,2,6
1764,touch,touch,2,4
1765,extension,extension,2,6
1766,enforce,enforce,2,6
1767,segregate,segregate,2,6
1768,michiganhearing,michiganhearing,2,6
1769,remote,remote,2,6
1770,carolinas,carolinas,2,6
1771,confidence,confidence,2,6
1772,raid,raid,2,6
1773,tough,tough,2,4
1774,spiritual,spiritual,2,1
1775,9500,9500,2,6
1776,gulag,gulag,2,6
1777,condition,condition,2,6
1778,defiance,defiance,2,6
1779,lightfootlockdowncom,lightfootlockdowncom,2,6
1780,wonder,wonder,2,4
1781,topic,topic,2,4
1782,decease,decease,2,6
1783,rise,rise,2,6
1784,drink,drink,2,1
1785,betray,betray,2,6
1786,callin,callin,2,6
1787,aid,aid,2,6
1788,enemyofthepeople,enemyofthepeople,2,6
1789,model,model,3,6
1790,cowboy,cowboy,2,6
1791,40,40,2,6
1792,badass,badass,2,6
1793,belief,belief,2,6
1794,backup,backup,2,6
1795,option,option,2,4
1796,overtime,overtime,2,6
1797,price,price,2,6
1798,gouge,gouge,2,6
1799,airline,airline,2,6
1800,counsel,counsel,2,6
1801,mighty,mighty,2,6
1802,jovan,jovan,2,6
1803,insult,insult,2,6
1804,pony,pony,3,9
1805,arizonas,arizonas,2,6
1806,19th,19th,2,9
1807,define,define,2,6
1808,judiciary,judiciary,2,4
1809,bias,bias,2,6
1810,merit,merit,2,9
1811,crime,crime,2,1
1812,don,don,2,6
1813,jr,jr,2,6
1814,divide,divide,2,6
1815,dig,dig,2,6
1816,atl,atl,2,6
1817,appearance,appearance,2,6
1818,west,west,2,2
1819,offensive,offensive,2,4
1820,common,common,2,5
1821,blackburn,blackburn,2,6
1822,gasenate,gasenate,2,6
1823,segment,segment,2,6
1824,untrue,untrue,2,6
1825,outrage,outrage,2,6
1826,richard,richard,2,6
1827,hopkins,hopkins,2,6
1828,hoax,hoax,2,4
1829,authorize,authorize,2,6
1830,pardon,pardon,2,6
1831,melt,melt,2,6
1832,eligible,eligible,2,6
1833,insist,insist,3,6
1834,collusion,collusion,2,9
1835,attendee,attendee,2,6
1836,alongside,alongside,2,6
1837,follower,follower,2,6
1838,tide,tide,2,6
1839,foundation,foundation,2,6
1840,toronto,toronto,3,6
1841,cut,cut,2,6
1842,birth,birth,2,6
1843,dinner,dinner,2,6
1844,godfearing,godfearing,2,6
1845,billionaire,billionaire,2,6
1846,consumerism,consumerism,2,9
1847,society,society,2,6
1848,drain,drain,2,9
1849,intentionally,intentionally,2,6
1850,excuse,excuse,2,1
1851,russ,russ,3,6
1852,shout,shout,2,6
1853,assistant,assistant,2,4
1854,ridiculous,ridiculous,2,4
1855,adjudication,adjudication,2,6
1856,gwinnett,gwinnett,2,6
1857,1m,1m,2,6
1858,agitator,agitator,2,6
1859,relentless,relentless,2,6
1860,workplace,workplace,2,9
1861,doc,doc,2,9
1862,surreal,surreal,2,5
1863,sir,sir,2,4
1864,fav,fav,2,6
1865,shredder,shredder,2,6
1866,haul,haul,2,6
1867,bucket,bucket,2,6
1868,puzzle,puzzle,2,6
1869,hannity,hannity,2,6
1870,15,15,2,6
1871,configuration,configuration,2,6
1872,brand,brand,2,6
1873,youd,youd,2,2
1874,patriotsunited,patriotsunited,2,2
1875,anonymous,anonymous,3,2
1876,hacktheplanet,hacktheplanet,2,2
1877,realtalk,realtalk,2,6
1878,spirit,spirit,2,6
1879,em,em,2,6
1880,maintain,maintain,2,2
1881,voteredtosaveamerica,voteredtosaveamerica,2,2
1882,international,international,2,6
1883,mountain,mountain,3,6
1884,mom,mom,2,6
1885,spell,spell,2,6
1886,loot,loot,2,6
1887,cap,cap,2,1
1888,impossible,impossible,2,6
1889,conclude,conclude,2,6
1890,significant,significant,2,6
1891,whoa,whoa,3,6
1892,amy,amy,2,6
1893,redirect,redirect,2,3
1894,uhuru,uhuru,2,5
1895,previously,previously,2,6
1896,owen,owen,2,6
1897,shroyer,shroyer,2,6
1898,700,700,2,6
1899,critical,critical,2,6
1900,choice,choice,2,6
1901,manufacture,manufacture,2,6
1902,normal,normal,2,4
1903,insanity,insanity,2,4
1904,sum,sum,2,4
1905,hire,hire,2,6
1906,community,community,2,2
1907,prosecute,prosecute,2,6
1908,audience,audience,2,2
1909,edit,edit,2,6
1910,brother,brother,2,6
1911,bloomberg,bloomberg,2,9
1912,stein,stein,2,6
1913,parlerusa,parlerusa,2,2
1914,pic,pic,2,6
1915,punch,punch,2,4
1916,unanimously,unanimously,2,6
1917,immediately,immediately,2,6
1918,terminate,terminate,2,6
1919,contrary,contrary,2,6
1920,ally,ally,2,6
1921,vibe,vibe,2,5
1922,infrastructure,infrastructure,2,1
1923,education,education,2,1
1924,global,global,2,1
1925,tax,tax,2,1
1926,pair,pair,2,6
1927,application,application,2,6
1928,homeless,homeless,2,1
1929,shutter,shutter,2,6
1930,a1,a1,2,6
1931,eric,eric,2,6
1932,fundraising,fundraising,2,6
1933,retirement,retirement,2,6
1934,separate,separate,2,6
1935,ineligible,ineligible,2,6
1936,nurse,nurse,2,1
1937,tshirt,tshirt,2,6
1938,limit,limit,2,6
1939,pdf,pdf,3,6
1940,human,human,2,9
1941,fish,fish,2,1
1942,charity,charity,2,1
1943,apple,apple,3,6
1944,sovereign,sovereign,2,6
1945,josh,josh,2,6
1946,wipe,wipe,2,6
1947,measure,measure,2,6
1948,field,field,2,6
1949,brilliant,brilliant,2,6
1950,minister,minister,2,6
1951,brain,brain,2,6
1952,idiot,idiot,2,4
1953,grant,grant,2,6
1954,collect,collect,2,6
1955,credible,credible,2,6
1956,michael,michael,2,9
1957,guest,guest,2,9
1958,senior,senior,2,9
1959,jason,jason,2,9
1960,holy,holy,2,5
1961,cow,cow,2,6
1962,climb,climb,2,6
1963,2056,2056,2,5
1964,raffensperger,raffensperger,2,6
1965,felony,felony,2,6
1966,rubes,rubes,2,6
1967,dome,dome,2,6
1968,recently,recently,2,6
1969,liarsandcheats,liarsandcheats,2,6
1970,bro,bro,2,6
1971,jack,jack,2,4
1972,600000,600000,2,9
1973,locate,locate,2,2
1974,compare,compare,2,6
1975,goodnight,goodnight,2,6
1976,thegreatawakening,thegreatawakening,2,2
1977,riggedelection,riggedelection,2,6
1978,overstock,overstock,2,6
1979,byrne,byrne,4,1
1980,hack,hack,2,6
1981,scytl,scytl,3,6
1982,log,log,2,2
1983,grifter,grifter,2,2
1984,owner,owner,2,2
1985,outdoor,outdoor,2,5
1986,sport,sport,2,2
1987,silentmajority,silentmajority,2,5
1988,newjersey,newjersey,2,6
1989,participate,participate,2,6
1990,david,david,2,9
1991,paper,paper,2,6
1992,eternity,eternity,2,6
1993,surrender,surrender,2,5
1994,50000,50000,2,6
1995,flame,flame,2,6
1996,council,council,2,6
1997,snap,snap,2,6
1998,govern,govern,2,1
1999,serve,serve,2,6
2000,beast,beast,2,6
2001,weareatwar,weareatwar,2,6
2002,coordinator,coordinator,2,6
2003,mexico,mexico,2,1
2004,wi,wi,2,6
2005,andrew,andrew,2,6
2006,chair,chair,2,6
2007,schedule,schedule,2,6
2008,kelly,kelly,2,6
2009,diva,diva,2,1
2010,victor,victor,2,1
2011,hanson,hanson,3,1
2012,surveilled,surveilled,2,1
2013,ambassador,ambassador,2,1
2014,electionresults,electionresults,2,1
2015,loveourpresident,loveourpresident,2,5
2016,fourmoreyears,fourmoreyears,3,5
2017,medic,medic,2,6
2018,drag,drag,2,5
2019,mullins,mullins,2,6
2020,celebration,celebration,2,4
2021,celebrate,celebrate,2,4
2022,2012,2012,2,6
2023,solve,solve,2,4
2024,xinniethepooh,xinniethepooh,2,5
2025,chinajoe,chinajoe,2,5
2026,standwithhongkong,standwithhongkong,2,5
2027,situation,situation,2,6
2028,embolden,embolden,2,9
2029,insert,insert,2,5
2030,rip,rip,2,5
2031,andrewbreitbart,andrewbreitbart,2,5
2032,breitbart,breitbart,3,5
2033,2017,2017,2,6
2034,regret,regret,2,6
2035,manipulate,manipulate,2,6
2036,marco,marco,2,6
